1-Name;2-Manufacturer;3-Camera Model;4-Year;5-Camera Type;6-F-number;7-ISO;8-Aperture;9-Exposure;10-MegaPixels;11-RAWsize;12-Focallength;13-Focallength Eq. 35Mm;14-cropFactor;15-Sensor size;16-Sensor Size (mm);17-pixel pitch (um);18-Pixel Density (MP/cm2);19-Sensor Model;20-Demosaicing algorithm;21-USM / DEN order;22-Sharpenning;23-Denoising;24-Resizing;25-ImageSize;26-JPEG Compression
15400.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/818;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM ON,0.68,89.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x640;95
15500.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;25;1.8;1/8772;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x512;97
15600.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/2227;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM ON,0.32,115.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,0.79925;1024x640;85
15700.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;250;1.8;1/122;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;Fast;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x1024;98
15800.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;250;1.8;1/24390;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,88.00,33.00;RESIZE ON_WITH_CROP,BILINEAR,0.51329;512x720;100
15900.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;250;1.8;1/2037;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;1;USM ON,1.24,432.00;DENOISE ON,51.00,2.00;RESIZE ON_WITH_CROP,BILINEAR,0.54239;1024x720;89
16000.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;250;1.8;1/2037;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.33952;1024x512;94
16100.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;250;1.8;1/14;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;1;USM ON,1.51,259.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.51865;512x720;85
16200.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;250;1.8;1/62;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;Fast;1;USM ON,2.65,153.00;DENOISE ON,94.00,36.00;RESIZE ON_WITH_CROP,BICUBIC,1.16390;1024x1024;98
16300.NEF;Nikon;D90;2008;DSLR;5.6;250;5.6;1/125;12.5;4352x2868;105.0;157.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX038 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE ON,54.00,14.00;RESIZE ON_WITH_CROP,LANCZOS,0.29384;512x720;75
16400.NEF;Nikon;D90;2008;DSLR;25;200;25;1/100;12.5;4352x2868;42.0;63;1.5;APS-C;28.47;5.49;3.31784;Sony IMX038 Exmor;AMaZE;0;USM ON,0.56,21.00;DENOISE ON,33.00,36.00;RESIZE CROP_ONLY,NONE,0.00000;640x1024;90
16500.NEF;Nikon;D90;2008;DSLR;9;250;9;1/160;12.5;4352x2868;28.0;42;1.5;APS-C;28.47;5.49;3.31784;Sony IMX038 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x720;95
16600.NEF;Nikon;D90;2008;DSLR;7.1;200;7.1;1/250;12.5;4352x2868;18.0;27;1.5;APS-C;28.47;5.49;3.31784;Sony IMX038 Exmor;IGV;1;USM ON,2.81,391.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.53709;720x720;80
16700.NEF;Nikon;D810;2014;DSLR;5.6;7200;5.6;1/640;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;1;USM ON,1.91,283.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x640;88
16800.NEF;Nikon;D810;2014;DSLR;6.3;160;6.3;1/640;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;1;USM ON,0.31,182.00;DENOISE ON,6.00,47.00;RESIZE ON_ALONE,LANCZOS,0.10407;512x720;100
16900.NEF;Nikon;D810;2014;DSLR;5.6;1600;5.6;1/640;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;Fast;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.27306;640x512;75
17000.NEF;Nikon;D810;2014;DSLR;5.6;12800;5.6;1/30;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.68155;720x720;80
17100.NEF;Nikon;D810;2014;DSLR;5.6;1800;5.6;1/640;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;1;USM ON,0.35,213.00;DENOISE ON,17.00,19.00;RESIZE CROP_ONLY,NONE,0.00000;640x512;85
17200.NEF;Nikon;D810;2014;DSLR;10;200;10;1/640;36.4;7380x4928;190.0;190;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,28.00,54.00;RESIZE ON_WITH_CROP,LANCZOS,0.78437;1024x1024;99
17300.NEF;Nikon;D810;2014;DSLR;5.6;12800;5.6;1/80;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;IGV;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.95022;720x1024;80
17400.NEF;Nikon;D810;2014;DSLR;5.3;640;5.3;1/4000;36.4;7380x4928;105.0;105;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;1;USM ON,0.90,457.00;DENOISE ON,3.00,34.00;RESIZE CROP_ONLY,NONE,0.00000;512x1024;90
17500.NEF;Nikon;D810;2014;DSLR;5.6;1100;5.6;1/2000;36.4;7380x4928;125.0;125;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;1;USM ON,0.67,247.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x1024;80
17600.NEF;Nikon;D810;2014;DSLR;5.6;80;5.6;1/320;9;3680x2456;145.0;145;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;1;USM ON,1.80, 2.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,1.23978;720x640;89
17700.NEF;Nikon;D810;2014;DSLR;5.6;12800;5.6;1/50;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;1;USM ON,1.19,190.00;DENOISE ON,43.00,19.00;RESIZE ON_WITH_CROP,LANCZOS,0.86221;720x1024;86
17800.NEF;Nikon;D810;2014;DSLR;18;12800;18;1/160;36.4;7380x4928;135.0;135;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;Fast;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x1024;80
17900.NEF;Nikon;D810;2014;DSLR;5.6;250;5.6;1/640;9;3680x2456;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE ON,78.00,54.00;RESIZE ON_WITH_CROP,BILINEAR,0.60828;512x1024;97
18000.NEF;Nikon;D810;2014;DSLR;14;800;14;1/800;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;0;USM ON,0.80,182.00;DENOISE ON,85.00,57.00;RESIZE ON_WITH_CROP,NEAREST,0.99369;640x1024;75
18100.NEF;Nikon;D810;2014;DSLR;9;640;9;1/320;36.4;7380x4928;145.0;145;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x720;100
18200.NEF;Nikon;D810;2014;DSLR;5;160;5;1/200;36.4;7380x4928;52.0;52;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.58242;720x512;94
18300.NEF;Nikon;D810;2014;DSLR;8;1600;8;1/50;36.4;7380x4928;28.0;28;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.10407;512x640;90
18400.NEF;Nikon;D810;2014;DSLR;5.6;110;5.6;1/320;9;3680x2456;150.0;150;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;IGV;1;USM ON,1.03,236.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.34141;720x640;98
18500.NEF;Nikon;D810;2014;DSLR;10;160;10;1/400;36.4;7380x4928;100.0;100;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE ON,10.00,33.00;RESIZE ON_ALONE,LANCZOS,0.14634;720x720;80
18600.NEF;Nikon;D810;2014;DSLR;7.1;64;7.1;1/200;9;3680x2456;58.0;58;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;0;USM ON,2.28,176.00;DENOISE ON,80.00,5.00;RESIZE ON_WITH_CROP,LANCZOS,0.40377;512x1024;87
18700.NEF;Nikon;D810;2014;DSLR;11;3200;11;1/640;9;3680x2456;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;1;USM ON,2.21,288.00;DENOISE ON,27.00,9.00;RESIZE CROP_ONLY,NONE,0.00000;1024x720;90
18800.NEF;Nikon;D810;2014;DSLR;5.6;7200;5.6;1/640;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;Fast;0;USM OFF,0.00,0.00;DENOISE ON,89.00,39.00;RESIZE ON_ALONE,BILINEAR,0.14634;720x512;98
18900.NEF;Nikon;D810;2014;DSLR;5.6;12800;5.6;1/60;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;IGV;0;USM ON,1.25,110.00;DENOISE ON,90.00,6.00;RESIZE CROP_ONLY,NONE,0.00000;512x1024;100
19000.NEF;Nikon;D810;2014;DSLR;5.6;2000;5.6;1/640;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;0;USM ON,0.88,274.00;DENOISE ON,88.00,4.00;RESIZE ON_ALONE,LANCZOS,0.13008;640x720;98
19100.NEF;Nikon;D810;2014;DSLR;14;800;14;1/800;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;Fast;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x1024;70
19200.NEF;Nikon;D810;2014;DSLR;5.6;100;5.6;1/800;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;IGV;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.91620;1024x512;99
19300.NEF;Nikon;D810;2014;DSLR;7.1;160;7.1;1/400;36.4;7380x4928;170.0;170;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;1;USM ON,0.90,85.00;DENOISE ON,81.00,4.00;RESIZE ON_WITH_CROP,LANCZOS,0.71406;720x1024;85
19400.NEF;Nikon;D810;2014;DSLR;5.6;400;5.6;1/1600;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;0;USM ON,0.81,247.00;DENOISE ON,32.00,35.00;RESIZE ON_ALONE,LANCZOS,0.20813;1024x512;91
19500.NEF;Nikon;D810;2014;DSLR;5.6;720;5.6;1/640;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,51.00,45.00;RESIZE ON_WITH_CROP,LANCZOS,0.61871;512x512;100
19600.NEF;Nikon;D810;2014;DSLR;5.6;12800;5.6;1/20;36.4;7380x4928;150.0;150;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.14634;720x512;100
19700.NEF;Nikon;D810;2014;DSLR;3.8;160;3.8;1/320;36.4;7380x4928;34.0;34;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.17020;512x512;97
19800.NEF;Nikon;D810;2014;DSLR;5.6;360;5.6;1/640;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;1;USM ON,0.61,358.00;DENOISE ON,17.00,29.00;RESIZE ON_WITH_CROP,BICUBIC,0.84848;720x512;100
19900.NEF;Nikon;D810;2014;DSLR;14;3200;14;1/800;9;3680x2456;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,17.00,46.00;RESIZE ON_WITH_CROP,BILINEAR,0.57119;512x720;80
20000.NEF;Nikon;D810;2014;DSLR;7.1;160;7.1;1/640;36.4;7380x4928;300.0;300;1;Full Frame;43.2;4.88;4.19914;Sony IMX094 Exmor;DCB2;1;USM ON,0.95,372.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,1.03592;720x720;98
20100.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;200;5.6;1/30;10.2;3904x2616;55.0;82.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;1;USM ON,1.78,164.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.69818;720x512;96
20200.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;1600;5.6;1/15;10.2;3904x2616;52.0;78;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;Fast;1;USM ON,1.58,128.00;DENOISE ON,31.00,41.00;RESIZE CROP_ONLY,NONE,0.00000;512x720;97
20300.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;200;5.6;1/80;10.2;3904x2616;55.0;82.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.39338;720x1024;80
20400.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;200;5.6;1/125;10.2;3904x2616;36.0;54;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;Fast;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x512;90
20500.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.3;200;5.3;1/50;10.2;3904x2616;42.0;63;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;DCB2;1;USM ON,2.12,69.00;DENOISE ON,48.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.88528;1024x1024;75
20600.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.3;800;5.3;1/30;10.2;3904x2616;40.0;60;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x720;80
20700.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;280;5.6;1/30;10.2;3904x2616;55.0;82.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,43.00,2.00;RESIZE ON_WITH_CROP,LANCZOS,0.80348;720x640;96
20800.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;160;5.6;1/125;10.2;3904x2616;55.0;82.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;IGV;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x720;90
20900.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;140;5.6;1/125;10.2;3904x2616;34.0;51;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;1;USM ON,0.31,178.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.70946;1024x640;80
21000.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;200;5.6;1/60;10.2;3904x2616;55.0;82.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;Fast;1;USM ON,1.27,57.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,0.60398;640x512;75
21100.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;200;5.6;1/80;10.2;3904x2616;55.0;82.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;DCB2;1;USM ON,0.38,190.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.88440;512x512;60
21200.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;140;5.6;1/125;10.2;3904x2616;18.0;27;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,56.00,29.00;RESIZE ON_ALONE,NEAREST,0.24568;640x640;100
21300.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;1600;5.6;1/20;10.2;3904x2616;52.0;78;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.42321;720x1024;90
21400.NEF;Nikon;D3000 (Lens #1);2009;DSLR;5.6;200;5.6;1/50;10.2;3904x2616;55.0;82.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;1;USM ON,1.11,136.00;DENOISE ON,21.00,14.00;RESIZE ON_ALONE,LANCZOS,0.24568;512x640;92
21500.NEF;Nikon;D3000 (Lens #2);2009;DSLR;5.6;320;5.6;1/500;10.2;3904x2616;200.0;300;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,1.17603;512x512;96
21600.NEF;Nikon;D3000 (Lens #2);2009;DSLR;5;1600;5;1/320;10.2;3904x2616;92.0;138;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.39309;1024x1024;90
21700.NEF;Nikon;D3000 (Lens #2);2009;DSLR;5;200;5;1/100;10.2;3904x2616;55.0;82.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;1;USM ON,0.73,226.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.39309;1024x512;98
21800.NEF;Nikon;D3000 (Lens #2);2009;DSLR;5.6;1600;5.6;1/400;10.2;3904x2616;200.0;300;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;IGV;1;USM ON,0.86,423.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.39309;1024x720;96
21900.NEF;Nikon;D3000 (Lens #2);2009;DSLR;5.6;200;5.6;1/500;10.2;3904x2616;190.0;285;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;IGV;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x640;85
22000.NEF;Nikon;D3000 (Lens #2);2009;DSLR;7.1;100;7.1;1/200;10.2;3904x2616;55.0;82.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;Fast;1;USM ON,1.36,214.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.27639;720x640;98
22100.NEF;Nikon;D3000 (Lens #2);2009;DSLR;5.6;1600;5.6;1/40;10.2;3904x2616;200.0;300;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,27.00,30.00;RESIZE ON_ALONE,LANCZOS,0.24568;640x640;97
22200.NEF;Nikon;D3000 (Lens #2);2009;DSLR;5.6;1600;5.6;1/250;10.2;3904x2616;200.0;300;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;1;USM ON,1.54,180.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BILINEAR,0.27639;640x720;80
22300.NEF;Nikon;D3000 (Lens #2);2009;DSLR;5.6;1600;5.6;1/60;10.2;3904x2616;190.0;285;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.72274;1024x512;80
22400.NEF;Nikon;D3000 (Lens #2);2009;DSLR;5;1600;5;1/100;10.2;3904x2616;145.0;217.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;DCB2;1;USM ON,0.61,71.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x640;97
22500.NEF;Nikon;D3000 (Lens #2);2009;DSLR;5.6;200;5.6;1/500;10.2;3904x2616;116.0;174;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,79.00,3.00;RESIZE ON_WITH_CROP,BICUBIC,0.65523;512x512;95
22600.NEF;Nikon;D3000 (Lens #2);2009;DSLR;7.1;100;7.1;1/200;10.2;3904x2616;55.0;82.5;1.5;APS-C;28.47;5.49;3.31784;Sony IMX493 Exmor;AMaZE;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,0.96747;512x640;100
22700.NEF;Nikon;D5600 (Lens #1);2016;DSLR;8;320;8;1/250;24.2;6016x4016;40.0;60;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;DCB2;1;USM ON,0.67,119.00;DENOISE ON,61.00,31.00;RESIZE ON_ALONE,LANCZOS,0.12774;512x640;80
22800.NEF;Nikon;D5600 (Lens #1);2016;DSLR;6.3;100;6.3;1/160;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;Fast;1;USM ON,1.43,360.00;DENOISE ON,33.00,39.00;RESIZE ON_WITH_CROP,LANCZOS,0.92900;720x1024;90
22900.NEF;Nikon;D5600 (Lens #1);2016;DSLR;5;400;5;1/60;24.2;6016x4016;38.0;57;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE ON,7.00,28.00;RESIZE ON_WITH_CROP,BICUBIC,0.56876;640x640;98
23000.NEF;Nikon;D5600 (Lens #1);2016;DSLR;5.6;110;5.6;1/100;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;IGV;0;USM OFF,0.00,0.00;DENOISE ON,1.00,2.00;RESIZE ON_ALONE,LANCZOS,0.15968;640x720;90
23100.NEF;Nikon;D5600 (Lens #1);2016;DSLR;8;200;8;1/250;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,1.17866;512x1024;92
23200.NEF;Nikon;D5600 (Lens #1);2016;DSLR;3.8;25600;3.8;1/10;24.2;6016x4016;20.0;30;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;IGV;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.60071;512x1024;90
23300.NEF;Nikon;D5600 (Lens #1);2016;DSLR;7.1;400;7.1;1/200;24.2;6016x4016;30.0;45;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.54627;640x1024;80
23400.NEF;Nikon;D5600 (Lens #1);2016;DSLR;14;25600;14;1/40;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;AMaZE;0;USM ON,2.11,38.00;DENOISE ON,41.00,38.00;RESIZE ON_WITH_CROP,LANCZOS,1.10232;720x720;80
23500.NEF;Nikon;D5600 (Lens #1);2016;DSLR;22;100;22;1/5;24.2;6016x4016;18.0;27;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;Fast;1;USM ON,0.35,259.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x1024;80
23600.NEF;Nikon;D5600 (Lens #1);2016;DSLR;6.3;400;6.3;1/160;24.2;6016x4016;29.0;43.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;DCB2;1;USM ON,1.30,482.00;DENOISE ON,85.00,21.00;RESIZE CROP_ONLY,NONE,0.00000;512x640;80
23700.NEF;Nikon;D5600 (Lens #1);2016;DSLR;5.6;25600;5.6;1/25;24.2;6016x4016;55.0;82.5;1.5;APS-C;28.21;3.91;6.54104;Sony IMX193 Exmor;DCB2;1;USM ON,0.98,214.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.81317;640x512;95
